text,intent,domain
Show all investments with balance below 867,filter_condition,Finance
Display bottom rows from records,show_tail,Medical
Find average uptime among tickets,aggregate_average,Technology
List parts where output is greater than 136,filter_condition,Manufacturing
Show all teams with assists below 232,filter_condition,Sports
Filter sales having price equal to 931,filter_condition,Retail
Filter records having blood pressure equal to 238,filter_condition,Medical
Sort grades by grade in ascending order,sort_ascending,Education
List sales where price is greater than 923,filter_condition,Retail
Display total rainfall per region,groupby_aggregate,Agriculture
List records where age is greater than 194,filter_condition,Medical
Show all investments with profit below 734,filter_condition,Finance
Display students whose marks exceeds 561,filter_condition,Education
Filter subjects having grade equal to 239,filter_condition,Education
Show all teams with assists below 792,filter_condition,Sports
Find lowest price among orders,aggregate_minmax,Retail
Show all harvests with area below 697,filter_condition,Agriculture
Display players whose score exceeds 936,filter_condition,Sports
List players where score is greater than 939,filter_condition,Sports
Show average uptime by device type,groupby_aggregate,Technology
Show average area by region,groupby_aggregate,Agriculture
Display sales whose quantity exceeds 956,filter_condition,Retail
List parts where output is greater than 888,filter_condition,Manufacturing
Compute mean of quantity for all orders,aggregate_average,Retail
Show all farms with yield below 851,filter_condition,Agriculture
Display games whose score exceeds 303,filter_condition,Sports
Filter tickets having uptime equal to 388,filter_condition,Technology
Display products whose discount exceeds 120,filter_condition,Retail
Show all records with age below 846,filter_condition,Medical
Arrange students by grade (low to high),sort_ascending,Education
List products where price is greater than 226,filter_condition,Retail
Filter logs having errors equal to 104,filter_condition,Technology
List farms where yield is greater than 657,filter_condition,Agriculture
Filter transactions having profit equal to 984,filter_condition,Finance
List subjects where marks is greater than 244,filter_condition,Education
List parts where runtime is greater than 536,filter_condition,Manufacturing
Show all parts with cost below 586,filter_condition,Manufacturing
List products where quantity is greater than 67,filter_condition,Retail
Filter orders having discount equal to 832,filter_condition,Retail
Display farms whose yield exceeds 396,filter_condition,Agriculture
List students where marks is greater than 221,filter_condition,Education
Display grades whose marks exceeds 765,filter_condition,Education
Summarize the dataset,describe_data,Finance
Filter batches having runtime equal to 909,filter_condition,Manufacturing
Filter transactions having balance equal to 69,filter_condition,Finance
Show all accounts with amount below 843,filter_condition,Finance
Display students whose marks exceeds 118,filter_condition,Education
Order grades from largest to smallest marks,sort_descending,Education
Filter games having score equal to 694,filter_condition,Sports
Arrange subjects by attendance (high to low),sort_descending,Education
Compute mean of discount for all products,aggregate_average,Retail
List crops where rainfall is greater than 291,filter_condition,Agriculture
List investments where balance is greater than 647,filter_condition,Finance
Display parts whose output exceeds 405,filter_condition,Manufacturing
Show all tickets with response time below 76,filter_condition,Technology
Display machines whose cost exceeds 75,filter_condition,Manufacturing
Show all sales with discount below 934,filter_condition,Retail
List tickets where response time is greater than 428,filter_condition,Technology
Show all devices with uptime below 128,filter_condition,Technology
Display top rows from products,show_head,Retail
Filter harvests having area equal to 196,filter_condition,Agriculture
Count number of students per subject,groupby_count,Education
Filter players having score equal to 621,filter_condition,Sports
Sort teams by score in ascending order,sort_ascending,Sports
Show statistical overview of the data,describe_data,Sports
Get maximum quantity from sales,aggregate_minmax,Retail
Display orders whose discount exceeds 113,filter_condition,Retail
Visualize cost distribution using bars,visualize_bar_chart,Manufacturing
List games where score is greater than 201,filter_condition,Sports
Display transactions whose profit exceeds 268,filter_condition,Finance
Find highest balance among transactions,aggregate_minmax,Finance
Filter parts having cost equal to 580,filter_condition,Manufacturing
Display teams whose goals exceeds 321,filter_condition,Sports
Arrange sales by price (high to low),sort_descending,Retail
List tests where blood pressure is greater than 89,filter_condition,Medical
Filter tickets having errors equal to 398,filter_condition,Technology
Sort devices by uptime in ascending order,sort_ascending,Technology
Get minimum blood pressure from records,aggregate_minmax,Medical
Filter crops having area equal to 481,filter_condition,Agriculture
Sort batches by cost in descending order,sort_descending,Manufacturing
Calculate sum of output from machines,aggregate_sum,Manufacturing
Filter farms having yield equal to 209,filter_condition,Agriculture
Show all batches with runtime below 19,filter_condition,Manufacturing
Find total attendance for all grades,aggregate_sum,Education
List batches where output is greater than 403,filter_condition,Manufacturing
Display crops whose yield exceeds 58,filter_condition,Agriculture
