Temperature(°C),Humidity(%),Average_Weight(g),Accel_X(m/s²),Accel_Y(m/s²),Accel_Z(m/s²),Average_RPM
25.45,83.77,211.81,3.99,-6.91,-1.84,1667.09
35.12,80.63,298.96,6.43,5.02,-8.73,1366.41
29.68,65.17,159.56,-8.72,-5.32,-6.2,1512.76
27.74,69.15,159.18,-7.89,-5.11,7.61,1678.57
33.92,57.45,312.17,-8.2,2.88,6.37,945.09
24.0,61.68,236.85,-9.06,5.78,-3.91,1134.09
47.83,81.13,497.15,3.19,1.65,-2.37,1790.97
46.03,85.76,271.51,1.77,7.7,-1.19,1391.89
41.23,78.98,290.38,3.26,-5.77,-3.08,272.05
23.19,68.61,190.24,0.11,-4.95,3.08,1559.07
43.28,53.46,187.09,6.35,2.74,-9.74,45.41
44.24,52.28,341.63,0.93,6.59,7.6,1695.05
43.03,64.97,267.93,8.37,0.79,-3.99,1576.6
23.42,68.55,228.02,-0.29,-9.79,7.45,1661.49
39.32,74.36,310.29,5.81,3.54,-0.91,47.19
45.03,50.26,255.03,-1.85,6.27,5.53,1944.9
37.32,89.59,198.33,-1.3,-4.47,6.52,1228.26
39.39,64.56,191.35,6.98,-8.92,-3.97,1600.1
33.75,83.92,229.37,-7.85,0.36,2.81,1133.12
35.86,71.4,321.98,1.3,-9.16,2.15,679.5
21.03,55.22,162.29,4.53,-1.68,-0.48,592.3
39.17,81.9,193.71,5.01,-9.64,-0.61,139.87
22.44,78.39,328.63,1.83,-5.5,-3.9,1085.03
33.05,71.1,174.35,-1.04,-2.22,-3.8,287.18
28.78,70.58,275.93,-4.78,-7.77,0.96,1135.03
36.36,53.5,192.7,8.19,-7.72,-9.35,1249.83
24.0,76.23,271.17,-2.6,6.54,8.67,884.16
40.75,86.45,226.62,5.98,-9.17,3.0,312.65
43.85,53.73,170.34,-9.37,3.78,-1.13,865.41
24.9,60.54,266.5,-5.36,6.29,-8.76,1757.34
23.13,86.09,286.61,-3.09,-7.39,2.6,916.1
24.37,61.37,286.05,3.43,-6.09,-9.65,685.46
46.31,76.16,277.41,-3.61,2.83,3.6,1259.53
35.85,71.39,250.04,-9.17,-3.69,-8.55,1237.72
34.02,73.85,253.89,-6.52,-0.47,3.12,181.23
23.2,66.63,277.13,-4.82,6.72,-1.88,472.98
39.49,62.0,288.05,-6.48,-7.24,3.25,988.81
46.04,51.94,280.98,-5.93,2.39,-7.23,732.66
44.85,79.77,267.39,5.38,8.85,-7.65,639.91
38.78,79.84,181.17,-12.39,-5.46,-8.3,891.43
22.26,76.83,192.12,-1.9,-8.8,-1.77,580.63
23.37,75.75,202.04,9.33,1.09,-4.94,694.94
21.48,59.75,333.93,-1.07,9.2,-8.36,1547.26
27.72,50.89,301.88,8.55,-5.59,-3.5,1020.46
24.07,82.35,260.57,-4.02,-3.38,4.12,1745.71
27.8,69.65,200.41,-1.99,-8.03,1.66,1897.12
31.55,62.27,172.18,-2.07,-2.76,9.27,1844.15
48.29,54.08,329.75,0.92,-9.11,-1.28,507.42
38.31,52.51,328.53,1.68,-2.22,-3.34,945.77
45.05,63.95,172.14,-5.04,1.11,3.87,1070.1
41.31,82.19,309.44,5.87,9.5,-1.76,1704.38
23.38,86.75,239.33,-0.07,6.37,2.37,1118.04
42.08,85.87,214.79,-9.86,6.44,8.93,505.43
28.25,86.8,297.82,1.83,-5.44,-0.02,1095.08
39.17,86.31,272.87,5.96,-8.26,-0.04,88.57
30.23,71.09,306.01,-4.99,2.06,5.5,1668.27
49.93,58.78,164.87,-9.24,0.42,5.12,1132.0
27.91,81.92,213.72,6.14,0.33,0.32,1303.43
28.37,58.55,213.86,9.53,-7.82,-8.71,401.88
47.92,60.69,215.95,-8.47,-0.12,9.62,1116.27
20.74,59.33,250.5,8.76,-6.99,-2.45,1061.27
40.9,70.6,206.6,-2.81,-1.56,-3.67,1239.26
41.76,62.87,238.88,8.83,-8.76,9.63,1694.84
45.09,56.17,223.56,2.98,7.14,7.44,1529.08
49.23,68.13,297.06,7.8,-9.74,-3.4,1093.75
49.27,84.96,270.7,5.72,8.79,-3.83,1786.81
21.96,72.82,280.73,-9.44,7.26,4.42,716.84
44.66,85.13,192.12,13.64,-3.68,13.77,985.1
39.39,57.83,215.1,0.51,9.65,-4.97,1298.87
39.42,56.68,154.23,-7.41,-8.92,9.59,881.53
23.85,73.02,171.67,-0.78,2.83,1.31,722.84
39.51,68.53,203.01,9.09,6.99,5.25,224.79
49.47,76.41,163.09,-4.1,-7.47,4.26,1271.8
47.35,81.79,270.53,-0.22,1.7,5.11,385.21
33.17,80.05,349.63,-2.31,-2.12,8.07,276.51
21.2,87.69,170.16,2.6,-1.28,0.02,364.31
30.87,65.93,314.25,-6.12,8.25,5.07,1376.96
44.79,58.26,173.76,-4.8,0.77,5.94,276.72
41.04,72.04,283.98,7.18,-8.13,8.93,1952.47
33.78,54.43,278.63,6.23,8.74,4.26,1517.08
21.65,61.55,330.54,5.78,-6.3,7.85,785.47
32.81,58.32,172.79,5.42,7.85,-8.1,1186.57
34.07,65.86,213.09,-0.81,9.42,-7.48,15.25
47.86,54.45,168.16,4.58,7.56,-6.83,1689.06
39.23,51.27,231.48,-2.26,3.54,-7.1,542.42
29.35,76.27,332.32,-7.99,4.87,-8.25,143.77
35.76,74.41,306.3,-2.13,4.0,-7.55,1516.24
21.98,78.33,294.58,-6.83,-0.79,9.92,659.16
49.18,76.42,256.61,-2.18,-4.51,-4.56,1135.08
30.8,54.57,326.7,-4.05,-4.3,-0.44,1688.06
34.34,61.64,239.89,1.98,4.62,6.43,1551.86
30.66,55.18,179.94,-2.77,2.52,-7.63,673.67
40.48,83.72,317.52,4.11,1.7,-3.65,1737.39
39.87,79.88,205.93,0.24,3.05,-6.81,777.7
41.46,58.06,160.73,8.39,5.5,-8.75,1000.05
28.04,63.65,175.21,-8.18,4.97,9.22,1224.92
29.47,88.66,271.81,3.75,-7.89,7.17,141.96
23.76,73.77,271.42,3.45,-2.74,7.59,1194.33
39.67,82.05,202.04,9.01,-4.72,7.37,1154.83
21.19,60.58,295.44,-2.57,0.76,-6.91,1746.99
37.93,58.4,304.73,-3.89,-8.77,5.7,707.33
46.09,81.36,334.1,-6.55,5.25,4.56,484.38
46.72,77.43,266.99,-4.69,-7.87,8.51,953.03
33.47,77.24,305.88,0.04,-4.57,-5.61,1374.66
33.78,72.11,300.62,6.75,5.65,-1.72,1123.79
22.31,72.54,201.56,-4.31,-8.97,-4.1,276.41
40.12,79.43,212.05,-6.85,3.2,-4.84,695.78
44.64,60.8,245.7,-4.56,8.49,3.05,127.57
27.34,64.11,153.81,-7.98,2.35,-6.72,1478.65
32.64,84.87,209.48,8.53,4.25,-0.7,1765.9
45.17,95.86,244.78,7.45,5.85,2.93,91.35
46.31,71.85,171.61,-3.83,-5.56,-7.39,1050.85
27.3,78.11,175.26,-5.06,1.62,-4.86,1131.96
36.52,90.0,242.65,8.11,-3.82,9.35,877.66
25.77,67.41,296.19,-9.96,-5.01,5.91,1005.47
23.06,67.12,316.75,2.01,-6.15,3.54,1420.71
47.33,83.7,259.26,8.32,1.71,7.12,967.45
44.62,82.22,244.95,0.17,5.89,-9.72,1839.3
42.8,79.24,226.86,-9.94,7.52,-9.88,1081.75
21.46,68.53,188.59,-5.62,-1.43,-6.92,143.59
45.31,62.96,179.31,8.45,-2.54,-0.09,1906.65
33.14,74.35,308.38,-9.66,3.75,1.4,293.62
30.27,85.05,243.0,-2.1,5.61,-7.73,1568.92
36.39,85.35,497.15,5.79,-4.93,-8.55,1053.81
22.74,54.34,290.82,6.76,-4.05,6.57,1481.78
42.7,67.13,188.78,-0.45,0.67,-0.71,1026.86
37.47,68.59,252.06,-5.35,-1.11,9.85,117.94
25.6,89.1,238.8,1.99,4.12,-5.41,749.85
53.04,77.12,234.77,-4.72,0.09,2.94,1241.37
25.53,66.29,258.51,-4.89,-7.77,6.09,1257.76
21.71,51.04,346.42,6.15,-6.68,7.45,1946.09
37.63,72.62,312.58,-6.91,8.04,-3.87,1212.65
45.21,53.84,330.74,-9.89,-5.45,-6.13,572.88
20.52,83.38,155.93,-3.26,-9.0,-5.48,86.85
21.47,80.1,497.15,-0.18,4.63,3.33,1576.83
37.18,68.42,166.95,4.1,3.68,0.45,1778.58
44.58,67.17,202.65,5.62,2.0,1.98,1227.28
29.8,85.89,238.38,3.27,0.05,-9.59,964.75
30.49,61.54,278.41,2.53,9.39,-2.18,1721.97
37.89,59.96,250.17,3.31,-7.6,-3.8,480.71
28.23,87.57,330.64,-4.57,0.2,7.28,797.46
20.8,82.37,337.97,-2.35,1.28,5.53,1015.31
42.06,82.83,182.7,2.33,-9.55,-1.41,98.75
38.77,57.81,320.58,-8.69,-1.76,2.61,1377.16
37.42,55.73,246.34,-4.09,5.66,-9.05,377.12
42.25,51.04,240.67,-1.87,-0.58,2.75,666.31
40.26,59.48,306.99,0.67,7.51,-8.06,828.99
26.18,80.97,168.63,-0.27,2.9,4.28,1277.02
30.57,59.6,326.5,4.36,5.32,1.48,130.97
23.78,79.16,284.17,-0.53,6.09,-3.99,681.72
23.9,60.08,325.05,8.08,3.79,-2.58,548.72
40.29,65.81,348.9,-2.39,4.99,-8.2,3.04
45.76,89.33,253.6,0.51,3.91,-3.54,1383.31
48.88,59.79,168.65,-9.94,1.01,9.34,471.87
38.85,65.05,183.3,-3.79,1.33,-0.28,332.88
25.52,62.04,214.72,7.33,-6.2,-0.52,1595.93
23.17,54.38,170.71,-3.33,6.55,2.58,78.4
44.39,69.6,313.07,-4.94,-3.76,-0.31,1800.48
37.36,65.15,209.37,0.87,0.71,-2.89,1373.8
38.55,77.8,345.18,-8.43,-5.01,-7.21,343.49
43.44,82.7,290.52,0.63,3.92,2.61,700.21
41.1,71.77,184.69,-3.93,9.5,4.98,1899.97
45.03,51.29,245.21,-2.34,6.04,8.46,1237.69
21.69,74.76,243.38,5.83,2.38,-9.94,1217.44
42.43,52.22,248.5,3.24,1.35,-8.67,1306.14
45.53,74.65,257.14,-1.08,-0.2,7.99,925.48
28.58,77.4,156.23,1.55,-5.9,2.62,334.61
39.21,57.91,287.26,5.34,-3.04,9.16,301.78
29.42,82.77,247.44,4.92,-1.87,-1.38,1374.62
48.74,86.44,308.19,-6.29,8.89,-1.67,1767.88
21.0,82.52,313.07,-3.98,-1.49,-3.11,600.42
37.39,62.2,196.11,-3.04,1.72,-7.14,1006.81
25.0,73.47,159.68,-6.25,8.45,-2.43,1984.48
41.37,86.59,290.65,-9.76,0.37,-9.71,514.32
25.28,62.83,345.55,-6.52,-4.97,0.19,780.43
27.06,82.8,239.33,6.16,-2.38,6.94,727.04
34.83,50.38,201.92,0.92,-2.49,-3.58,65.17
47.45,95.86,181.33,-3.17,4.29,-8.11,1019.03
26.35,80.39,497.15,2.17,-4.08,9.48,417.36
24.33,80.46,215.58,4.8,4.61,-7.42,257.2
42.77,81.56,234.77,-2.91,7.78,0.57,1420.83
35.02,87.2,281.08,-0.68,-3.28,6.18,1531.52
47.35,54.72,204.63,-8.72,-7.29,-4.95,1777.78
24.4,59.28,160.2,1.94,2.77,6.83,1868.26
39.38,86.15,224.66,-2.87,-2.78,1.14,1738.13
26.99,57.09,497.15,-1.33,0.68,-3.36,244.99
24.7,77.29,249.67,-1.55,2.68,7.31,447.26
40.5,71.22,342.96,2.65,-1.85,2.44,244.95
37.81,53.33,250.72,1.45,8.49,2.31,707.05
42.64,61.41,205.18,-1.56,-2.01,0.08,248.14
29.28,70.81,188.66,-9.66,-3.85,-4.51,1306.55
33.44,84.09,288.9,2.42,7.71,-3.9,1433.43
32.16,78.3,257.28,7.59,-7.27,-8.24,319.19
49.52,74.88,497.15,5.39,-7.52,-5.13,1243.15
28.77,69.84,301.03,9.63,8.71,-4.44,45.98
28.84,61.95,295.18,-7.22,-5.82,-8.83,868.74
30.64,54.77,158.67,-5.55,-7.03,-7.79,570.68
36.94,66.36,310.51,0.79,0.7,-4.59,1996.99
27.57,51.14,256.54,-5.28,-9.06,3.55,1845.57
47.46,58.44,228.34,-9.31,2.4,-6.32,295.13
27.97,67.3,257.5,-1.95,-0.94,0.44,1834.74
46.87,66.74,272.49,-4.25,2.81,0.16,837.58
23.1,51.77,179.9,-4.72,-4.32,6.68,1153.3
39.7,73.56,233.48,9.06,8.11,2.18,1067.53
47.21,71.99,217.12,-10.26,-6.34,9.25,1452.31
25.06,53.12,220.08,-7.41,2.75,2.56,669.91
49.05,87.73,168.27,-7.49,8.9,-9.49,139.37
33.59,53.98,181.97,6.13,-1.98,-2.37,835.25
48.37,84.19,182.37,4.3,-6.77,3.98,1089.01
40.3,50.01,224.64,-7.41,-8.63,-0.5,1109.83
29.05,85.29,328.9,-5.6,9.26,-1.61,1585.2
25.65,50.79,191.21,4.95,5.27,3.43,88.45
29.11,80.31,233.24,-4.51,8.38,-4.29,1976.19
22.79,64.47,212.32,9.63,3.98,8.18,-110.99
24.32,79.53,307.48,0.81,-3.15,-1.74,198.03
23.14,66.07,160.03,-6.16,-7.54,2.62,688.03
32.69,52.84,189.31,7.18,8.59,9.65,1180.62
43.87,80.7,192.13,-3.61,-0.21,5.71,746.65
24.24,52.85,348.59,-4.22,-2.07,0.63,975.25
23.91,86.88,264.16,-3.45,1.56,7.19,651.86
39.3,52.04,177.79,5.36,-7.87,1.21,1424.27
25.92,69.17,204.44,-4.56,3.21,-19.55,728.03
22.93,78.92,183.56,-2.36,2.76,7.47,859.77
25.01,65.73,174.92,-9.38,-8.0,-9.46,1151.82
47.71,58.69,309.44,6.53,-7.3,-1.85,1938.4
44.64,80.36,249.15,-3.19,0.21,-3.14,1283.61
30.62,81.37,276.24,-5.04,2.47,4.28,193.84
39.67,86.91,216.25,1.6,-6.26,-9.75,637.8
36.12,65.05,260.74,4.1,-9.34,3.22,839.43
40.31,70.25,201.51,6.26,9.17,-3.07,1480.35
40.48,64.53,211.61,-3.04,-9.45,-8.04,893.75
38.86,60.28,280.45,6.25,-9.96,9.61,1318.21
27.98,80.04,180.07,-0.7,-3.53,-5.76,1678.99
21.17,63.59,273.44,-7.98,-5.55,-3.02,208.68
33.67,67.13,320.45,6.93,1.47,-5.86,1531.48
46.73,66.15,174.08,0.95,7.88,3.24,1491.16
37.08,78.51,329.49,2.05,-0.38,5.65,1639.42
44.97,86.71,165.89,8.75,5.47,7.21,1912.13
49.75,76.67,219.78,1.18,8.18,-3.78,619.2
24.91,68.86,272.1,-9.89,-6.21,0.49,858.04
40.75,81.17,261.88,7.41,-0.23,3.27,525.36
40.23,75.64,169.28,-4.3,2.84,2.59,654.21
49.4,52.42,309.78,0.04,-3.36,4.32,659.65
49.57,95.86,344.63,-5.9,4.8,5.39,1739.55
40.6,51.52,186.25,-4.06,4.11,-8.05,125.8
27.31,68.27,329.03,3.73,-1.58,-6.63,405.4
43.96,83.03,261.36,-1.41,-8.24,4.69,1221.12
23.21,62.52,337.19,2.54,-9.77,-0.47,2723.02
43.42,65.37,185.22,6.47,-2.61,-1.46,1394.75
47.31,86.38,308.4,-3.18,-8.36,-0.89,93.15
31.49,83.48,161.96,1.37,5.63,-2.56,907.59
38.92,76.6,326.64,5.55,-3.31,1.82,368.95
32.9,60.67,284.83,4.3,3.32,-3.53,1976.28
33.13,54.68,224.05,0.8,-3.07,2.74,1997.78
29.31,50.64,188.09,-2.33,5.92,-5.95,101.8
42.86,54.28,313.31,-1.85,7.77,5.15,1335.45
48.09,61.7,270.65,-1.34,6.75,5.63,1626.13
48.22,72.07,222.08,-3.02,-0.31,1.57,649.56
25.24,52.56,238.77,3.98,-8.32,-2.61,1387.27
46.24,55.45,315.31,-7.49,-2.57,-9.71,375.34
42.12,57.24,217.79,9.35,-1.51,-7.57,255.92
27.59,75.28,167.93,5.58,9.21,-8.41,1850.6
22.02,74.63,332.26,-4.04,1.31,-9.8,1285.07
28.04,72.03,227.47,-9.15,2.82,4.44,1633.89
47.37,60.02,219.68,4.23,5.64,9.12,1065.43
39.0,64.84,190.88,4.69,1.36,-9.78,309.45
41.63,53.87,329.48,9.27,1.97,-7.75,753.31
27.71,59.06,193.5,-4.93,-5.09,7.21,1763.31
41.58,85.91,277.33,-8.35,-8.82,3.77,31.21
20.84,89.19,326.15,8.3,4.43,-1.91,414.36
31.26,75.91,156.98,-4.83,6.97,9.86,506.57
38.8,86.67,315.76,8.15,-11.3,-16.49,525.99
24.38,75.71,232.12,-8.79,0.98,3.39,197.17
44.69,51.33,281.59,5.21,-3.85,3.06,1696.44
27.05,89.87,224.48,-7.46,-1.0,-5.55,319.03
39.57,53.96,289.1,3.91,-5.82,-0.24,1659.35
32.16,77.31,200.86,0.65,5.2,-5.67,710.12
37.88,60.11,154.39,9.11,-0.16,0.19,914.64
23.22,65.68,339.56,-9.26,0.94,-9.38,925.7
20.51,75.84,153.27,-4.16,-9.26,-2.36,1426.3
47.29,67.46,314.82,-8.61,2.45,-2.56,1462.6
28.09,60.02,183.83,7.58,-5.95,-4.17,1281.38
44.59,63.38,228.44,1.88,-2.33,-8.42,1547.54
49.98,63.66,314.5,0.7,-1.75,5.42,16.61
26.34,88.37,191.19,-7.37,-1.03,-1.59,1009.62
27.96,81.94,323.14,-0.22,-5.45,6.28,1048.05
39.89,68.34,249.55,-2.03,7.0,6.71,478.68
48.96,57.99,223.23,-3.68,-1.44,-5.73,1112.74
47.47,82.44,282.49,5.44,2.24,-1.57,934.31
35.09,56.29,218.28,-8.77,2.28,4.42,944.22
43.85,58.42,219.46,2.93,2.14,-0.01,236.9
24.07,64.64,296.71,6.46,1.19,7.1,870.53
49.32,85.21,211.97,8.15,6.45,1.43,1532.86
48.93,55.27,190.15,4.92,6.25,2.59,819.98
24.91,54.89,311.53,-4.35,-1.66,5.74,975.0
28.98,44.56,311.07,2.01,2.72,-7.56,1935.04
23.0,61.06,249.52,-7.17,-7.94,1.68,1743.57
28.15,72.75,255.33,-7.66,-8.18,-8.29,1857.4
44.48,68.07,289.22,2.77,-0.4,-4.79,155.35
31.35,67.4,251.85,7.02,8.0,-5.75,1237.16
22.65,54.48,233.41,-8.66,3.0,1.34,446.82
30.27,55.64,348.98,-7.88,3.38,6.88,808.49
49.44,82.84,179.53,1.31,-6.85,-7.34,1359.5
38.89,85.44,268.55,-5.64,-0.93,5.37,1157.83
32.48,59.39,327.17,2.24,-1.98,-7.14,1011.46
25.0,54.54,287.44,-5.71,5.66,-6.21,1628.9
49.59,52.14,326.18,-7.67,-7.24,8.34,1365.2
44.63,74.33,217.27,0.91,0.78,-9.81,1642.09
28.44,78.61,204.4,7.24,8.23,-6.06,1863.86
22.1,64.91,320.25,3.7,7.85,-5.69,1423.94
21.7,77.19,228.82,6.37,7.05,-4.36,790.79
23.61,78.52,291.94,-4.67,-2.5,-2.73,425.56
37.42,87.41,179.55,7.72,8.82,-7.94,541.83
47.86,52.59,301.17,-2.46,6.11,-0.63,793.26
34.9,57.69,259.8,7.05,7.02,-2.01,1480.18
45.29,52.74,203.72,-0.58,8.65,2.5,80.31
33.38,84.72,248.9,-4.64,8.74,7.35,1628.56
41.26,81.7,289.39,-4.79,-5.2,-4.05,1516.27
41.96,72.99,497.15,1.35,-7.45,0.93,998.83
25.22,53.35,277.49,-8.42,3.82,-2.57,799.33
30.84,60.93,258.32,8.6,1.26,-9.19,225.39
39.12,61.91,194.06,-4.57,-3.45,6.42,579.4
22.12,72.43,300.6,-17.63,15.64,2.83,219.26
30.85,60.32,210.69,-5.33,-8.76,-9.96,1637.77
36.04,52.92,205.37,-9.94,-9.06,-5.01,1018.68
49.89,79.23,244.24,3.85,-2.91,-3.82,493.57
34.24,61.96,285.23,1.81,-6.12,6.23,36.18
44.48,68.09,335.77,6.19,4.37,5.21,1047.84
32.96,55.11,178.27,-9.18,8.96,-2.08,1504.17
43.89,82.1,229.29,8.57,3.23,-6.85,1532.99
37.86,72.62,163.4,-3.38,3.1,-2.28,428.85
46.6,86.06,301.71,8.26,-9.87,6.2,1990.12
32.33,69.82,239.55,-7.86,0.25,-0.95,1137.56
38.13,87.66,291.39,4.88,6.34,-7.68,664.01
38.9,85.67,214.44,1.59,3.08,-9.23,785.62
32.52,73.06,318.86,-2.84,-5.44,-3.33,248.87
24.33,87.36,256.97,-8.42,6.97,-7.03,986.71
22.81,62.92,338.72,2.09,9.29,4.9,1506.59
20.5,64.63,165.76,-9.47,-4.42,-4.42,818.82
46.21,51.82,252.86,0.03,-5.86,7.55,1733.71
27.09,73.57,303.29,2.08,-3.23,2.35,953.5
26.35,78.88,270.03,4.65,-8.74,-2.13,1801.22
42.08,80.94,154.64,9.83,7.47,2.2,1406.41
29.6,55.99,344.47,-4.8,8.59,-4.1,110.02
35.18,67.77,209.65,-3.55,2.67,-7.17,134.03
24.88,57.07,199.86,-3.18,5.29,9.28,1600.21
48.79,76.49,247.13,4.63,3.37,1.26,713.65
45.55,56.32,258.43,8.64,-2.45,-9.85,378.49
45.91,86.17,303.26,9.49,2.64,-3.79,1730.64
32.2,59.23,228.65,8.92,6.73,-6.81,1966.61
42.87,61.66,237.99,7.59,6.2,-4.84,1617.5
24.32,84.04,256.99,9.82,-8.38,-8.89,1450.26
20.26,68.34,228.88,-2.48,-0.75,-5.1,1.92
20.6,50.96,332.91,8.97,-2.05,3.66,211.95
37.6,69.78,320.25,5.22,5.04,6.41,1341.89
33.66,95.86,240.99,-6.63,0.03,-3.05,819.13
35.54,89.41,150.04,-9.09,-3.01,0.45,38.95
20.22,73.52,330.19,-5.71,4.13,-9.16,1481.74
32.68,60.26,174.87,5.58,-0.53,-8.18,837.53
41.54,72.55,198.9,2.63,-4.87,1.04,1317.65
33.28,53.07,180.47,-5.51,7.81,6.81,936.67
41.97,82.0,185.96,4.84,-7.74,-8.24,53.0
26.99,87.01,310.58,-7.17,-9.64,-1.63,1271.85
44.39,84.98,265.9,6.44,-7.12,9.41,1576.17
37.65,63.67,341.22,5.88,-6.73,4.78,311.95
26.32,63.03,196.29,9.45,0.76,-6.05,1782.16
27.1,51.4,247.13,-6.99,2.5,-4.3,363.12
38.84,76.06,345.49,8.13,-1.03,8.96,845.67
44.9,71.4,315.29,-3.18,-5.92,-5.58,1054.37
32.47,68.37,295.72,-1.68,-7.36,-1.18,627.73
27.75,86.31,187.8,-0.63,-0.16,-2.89,1000.91
46.01,56.72,303.88,2.54,1.31,-0.2,1436.71
40.08,50.39,219.51,9.9,-3.92,-5.27,1428.91
33.44,52.93,256.11,2.0,-5.59,3.37,1844.57
34.64,58.93,271.83,8.53,-8.39,-5.31,1724.18
26.13,51.33,271.87,-4.9,-9.48,2.04,1970.21
38.8,70.11,295.3,-2.03,-7.89,-2.84,1190.76
30.76,62.56,282.34,0.09,4.84,-4.97,801.03
49.87,57.22,163.67,-3.54,-3.12,3.9,480.2
34.41,80.0,241.47,9.54,-9.45,9.3,487.94
34.58,58.18,282.8,4.51,0.16,7.39,301.85
36.98,77.5,209.2,-0.42,0.72,-8.26,1453.33
47.5,63.97,212.61,5.03,-1.43,-0.91,1308.48
44.02,70.47,174.91,-0.65,-7.79,3.9,584.59
33.53,87.35,233.72,-9.66,5.1,1.25,1784.27
41.56,51.49,347.37,0.86,3.78,4.53,1104.57
37.59,70.01,207.06,2.5,-2.11,9.5,138.04
34.77,84.18,256.29,9.62,-2.38,-3.15,122.9
18.85,73.52,298.65,-9.18,-6.88,5.42,286.37
33.92,61.07,152.7,0.24,5.07,-8.12,422.53
27.37,65.91,330.09,-8.04,1.99,7.39,1774.87
47.45,77.21,227.31,-7.02,-8.28,5.57,1556.9
30.06,85.63,323.82,2.21,-2.44,0.42,403.45
48.57,51.64,157.79,-5.37,8.07,6.42,496.98
35.99,52.86,179.13,4.98,-0.95,3.33,1273.58
38.95,63.0,214.51,0.28,-3.5,1.04,1743.05
36.29,59.31,219.09,-5.64,2.88,8.92,633.46
23.88,60.6,319.56,-0.12,-5.94,-7.39,1050.99
31.27,58.85,152.24,-9.98,0.48,9.86,1780.76
22.97,57.83,278.22,7.25,3.39,-6.91,1541.26
38.69,55.22,176.26,-9.75,7.1,-0.4,1783.02
33.41,87.36,314.64,-9.86,3.85,-5.37,556.15
43.34,55.77,305.71,2.23,-2.31,-4.56,1381.87
26.61,58.18,249.98,9.47,5.36,2.64,228.03
24.94,59.85,192.54,7.12,7.97,-9.31,1232.42
32.19,87.32,276.9,-4.96,-0.44,8.81,608.05
47.8,80.23,181.25,-6.07,-9.91,-4.41,1402.96
41.31,81.59,188.0,2.52,7.62,-4.55,283.75
32.57,54.19,275.34,6.45,-6.69,7.27,1331.16
35.52,83.45,348.25,-2.76,-7.47,5.3,1417.04
22.53,66.33,328.21,-1.35,-3.85,3.43,1714.31
49.54,60.51,268.62,-7.69,-2.4,-7.07,1374.15
39.99,73.03,257.71,-6.94,5.99,5.39,1045.73
28.56,82.89,349.68,1.37,-2.22,-2.78,1568.32
37.57,81.15,259.48,-7.95,-9.02,9.88,568.87
23.28,85.6,234.02,-5.96,2.72,3.42,1354.93
48.98,87.13,331.91,-5.31,3.42,6.72,1449.06
25.24,59.52,196.84,-1.12,6.28,4.68,785.08
39.44,66.95,169.51,-9.09,-2.02,1.88,1977.93
27.36,50.59,276.82,-0.0,-8.28,4.33,712.18
41.53,44.56,169.17,8.57,1.06,1.95,168.98
43.3,56.18,224.63,-9.51,-7.58,-8.98,606.95
40.2,84.46,234.72,2.62,-9.66,-3.09,198.87
38.43,63.18,259.51,6.72,5.57,-3.67,678.61
46.77,64.73,348.33,-3.75,-1.93,4.28,255.75
22.36,51.57,194.2,-7.37,0.5,1.52,879.07
29.93,63.08,225.15,-9.13,3.26,2.21,1555.95
27.45,85.53,176.45,2.88,-1.98,6.94,134.89
49.64,51.02,271.52,1.04,-8.98,0.51,1126.22
31.68,66.25,295.53,-5.41,-4.95,-5.63,87.66
41.98,51.26,246.42,6.63,-6.11,-9.75,1769.22
40.54,64.84,199.17,4.71,9.55,-6.81,1842.77
26.36,56.91,274.18,-4.47,4.79,-9.39,984.72
27.17,60.09,257.83,5.07,-0.97,-5.26,1538.46
28.44,85.1,184.24,-5.1,-8.73,2.7,1185.82
32.33,67.44,231.14,3.51,-7.68,-6.97,681.33
27.03,60.95,237.04,-7.63,6.26,-8.36,490.28
20.59,73.57,346.52,3.84,8.91,9.42,1517.19
46.38,55.68,319.86,-5.22,-9.37,9.94,859.96
48.97,60.38,296.87,1.45,8.21,2.74,1840.48
30.25,71.85,327.76,-6.55,-2.39,-7.83,1951.38
30.16,59.5,297.1,4.52,-5.73,6.43,420.79
20.21,77.17,330.68,-8.78,-7.96,0.78,1122.13
40.41,69.66,160.91,-6.69,5.43,-6.36,1073.87
44.76,80.88,241.21,-6.32,-0.62,1.51,1736.2
18.85,87.93,299.38,-9.17,6.65,-9.21,1381.97
24.79,54.63,266.66,4.9,-5.48,9.45,1214.76
43.7,63.39,185.03,9.62,3.57,6.52,1358.05
38.49,62.78,218.1,5.57,-7.64,-4.78,778.92
21.35,56.05,213.55,7.21,-8.2,-1.62,1920.58
38.68,82.41,202.27,-9.88,-7.33,-2.09,115.25
29.27,80.4,218.63,-7.64,6.18,7.23,58.26
31.06,69.38,252.97,1.18,3.11,-2.91,831.18
43.09,71.51,320.97,9.56,-6.68,-9.04,309.15
44.33,52.38,298.41,3.21,-2.3,-5.71,1089.6
32.01,72.22,317.05,-2.52,5.27,-5.69,18.02
48.41,81.65,326.72,-7.08,-4.29,8.98,919.37
32.19,72.95,233.23,-6.94,8.43,8.48,589.85
43.16,60.61,219.21,-2.74,8.29,-3.99,404.72
34.52,76.7,161.52,4.28,1.06,-9.94,889.3
46.93,64.46,336.1,-9.36,2.64,0.34,1709.1
47.23,71.79,163.16,7.04,3.06,5.94,1310.79
22.62,69.5,298.23,8.83,-4.83,-4.63,319.88
